Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1487919098,KPJ2658,NY,PAS,06/15/2022,51,SUBN,HONDA,P,0,0,0,20230524,19.0,19,19,939882,0019,0.0,0128P,0105P,NY,,,W/S ED KOCH QUEENSBO,N/O E 61 ST,0,408,J2,,BBBBBBB,ALL,ALL,GY,0.0,2006,-,0,,,,,
1487919130,KTF9473,NY,OMS,06/15/2022,10,SDN,NISSA,P,18210,24890,10210,20220930,19.0,19,19,939882,0019,0.0,0251P,,NY,F,159,E 61 ST,,0,408,D5,,BBBBBBB,ALL,ALL,BK,0.0,2021,-,0,,,,,
1487919360,HBR7117,NY,PAS,06/16/2022,20,SDN,NISSA,P,0,0,0,20231229,19.0,19,19,939882,0019,0.0,1255P,1248P,NY,,,S/S E 67 STREET,W/O LEXINGTON AVE,0,408,F1,,BBBBBBB,0700A,0700P,GY,0.0,2004,-,0,,,,,
1487919372,KFM3342,NY,PAS,06/16/2022,71,P-U,FORD,P,18330,27790,24890,20221104,19.0,19,19,939882,0019,0.0,1258P,,NY,O,115,EAST 67 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GY,0.0,2006,-,0,,,,,
1487919440,J79NXE,NJ,PAS,06/17/2022,46,SUBN,TOYOT,P,27790,18510,18530,20250630,19.0,19,19,939882,0019,0.0,0258P,0227P,NY,O,840,PARK AVENUE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2021,-,0,,,,,
1487919499,KGM1109,NY,PAS,06/18/2022,46,SUBN,FORD,P,27790,18510,18530,20220925,19.0,19,19,939882,0019,0.0,1153A,1146A,NY,O,840,PARK AVENUE,,0,408,D5,,BBBBBBB,ALL,ALL,WH,0.0,2018,-,0,,,,,
1487919505,KEX5228,NY,PAS,06/18/2022,40,SDN,SUBAR,P,27790,18550,18570,20221217,19.0,19,19,939882,0019,0.0,1205P,1159A,NY,F,885,PARK AVENUE,,0,408,F1,,BBBBBBB,ALL,ALL,GRN,0.0,2014,-,8,,,,,
1487919517,KJD1377,NY,PAS,06/18/2022,24,SDN,NISSA,P,18170,10410,25390,20230103,19.0,19,19,939882,0019,0.0,1256P,,NY,F,9,EAST 59 STREET,,0,408,E2,,YYYYYYB,0700A,0300P,BLU,0.0,2009,-,0,,,,,
1487919529,KLJ7455,NY,PAS,06/18/2022,40,SUBN,ME/BE,P,18170,10410,25390,20230409,19.0,19,19,939882,0019,0.0,0107P,1256P,NY,F,5,EAST 59 STREET,,0,408,D5,,BBBBBBB,ALL,ALL,GY,0.0,2021,-,0,,,,,
1487919530,G52WEU,NJ,PAS,06/18/2022,14,SDN,HONDA,P,0,0,0,0,19.0,19,19,939882,0019,0.0,0149P,,NY,,,N/S E 59 ST,W/O MADISON AVE,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,
1487919578,JJY1966,NY,PAS,06/18/2022,46,SDN,HONDA,P,10410,18370,18390,0,19.0,19,19,939882,0019,0.0,0303P,,NY,F,880,5TH AVENUE,,0,408,J2,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1487919580,JJY1966,NY,PAS,06/18/2022,70,SDN,HONDA,P,10410,18370,18390,0,19.0,19,19,939882,0019,0.0,0325P,,NY,F,880,5TH AVENUE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1487919591,JJY1966,NY,PAS,06/18/2022,74,SDN,HONDA,P,10410,18370,18390,0,19.0,19,19,939882,0019,0.0,0314P,,NY,F,880,5TH AVENUE,,0,408,J3,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1487919610,KFV3902,NY,PAS,06/21/2022,46,SDN,JAGUA,P,10410,10410,25390,20220824,19.0,19,19,939882,0019,0.0,0340P,,NY,F,936,5 AVENUE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0.0,2017,-,0,,,,,
1487919700,HYK2086,NY,PAS,06/22/2022,14,SUBN,ME/BE,P,18310,24890,10210,20220302,19.0,19,19,939882,0019,0.0,0505P,0458P,NY,F,137,E 66 ST,,0,408,D5,,YYYYYYB,0800A,0700P,GY,0.0,2021,-,0,,,,,
1487629734,KWT3265,NY,PAS,06/25/2022,40,SDN,TOYOT,P,23740,56390,48950,20240627,109.0,109,109,955374,0109,0.0,1241A,,Q,F,45-19,156 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0.0,2022,-,0,,,,,
1487629746,KWJ8309,NY,PAS,06/25/2022,98,SUBN,BMW,P,61390,45790,54580,20240329,109.0,109,109,955374,0109,0.0,0653P,,Q,F,133-14,SANFORD AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0.0,2016,-,0,,,,,
1487629771,KGK9114,NY,PAS,06/24/2022,98,SUBN,ACURA,P,45790,61390,42997,20230120,109.0,109,109,925357,0109,0.0,1247P,,Q,F,41-87,FRAME PLACE,,0,408,C4,,BBBBBBB,ALL,ALL,GY,0.0,2002,-,0,,,,,
1487629783,KLN5159,NY,PAS,06/24/2022,98,SUBN,AUDI,P,48360,61390,54790,20230517,109.0,109,109,925357,0109,0.0,0120P,,Q,F,42-15,HAIGHT STREET,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2021,-,0,,,,,
1487629795,GGL9596,NY,PAS,06/25/2022,98,SDN,TOYOT,P,29290,36590,58590,20230505,109.0,109,109,925357,0109,0.0,1258P,,Q,F,143-50,BARCLAY AVENUE,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2013,-,0,,,,,
1487629813,HYB3495,NY,PAS,06/25/2022,98,SUBN,HONDA,P,5760,23190,23290,20240411,109.0,109,109,925357,0109,0.0,0337P,,Q,F,149-37,12 ROAD,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2006,-,0,,,,,
1487629825,KFS7766,NY,PAS,06/25/2022,98,SUBN,HONDA,P,45790,61390,42997,20220918,109.0,109,109,925357,0109,0.0,0423P,,Q,F,41-87,FRAME PLACE,,0,408,F2,,BBBBBBB,ALL,ALL,RD,0.0,2018,-,0,,,,,
1487629849,JGA2480,NY,PAS,06/28/2022,98,SUBN,HONDA,P,21590,6140,6190,20230128,109.0,109,109,925357,0109,0.0,0316P,,Q,F,15-24,124 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BL,0.0,2007,-,0,,,,,
1487629862,KVG2985,NY,PAS,06/29/2022,14,SUBN,AUDI,P,65490,8990,9140,20240422,109.0,109,109,925357,0109,0.0,0419P,,Q,F,38-08,UNION ST,,0,408,J2,,BBBBBBB,ALL,ALL,GY,0.0,2020,-,0,,,,,
1487629874,JJY5889,NY,PAS,06/30/2022,98,SUBN,FORD,P,21740,6190,6440,20230617,109.0,109,109,925357,0109,0.0,1034A,,Q,F,18-16,127 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2006,-,0,,,,,
1487629886,JNL5236,NY,PAS,06/30/2022,51,SDN,CHEVR,P,21890,6190,6440,20240115,109.0,109,109,925357,0109,0.0,1042A,,Q,O,18-31,130 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2015,-,0,,,,,
1487629916,KHV2385,NY,PAS,06/30/2022,20,SUBN,JEEP,P,21940,5670,5940,20221217,109.0,109,109,925357,0109,0.0,0214A,,Q,O,11-04,131 ST,,0,408,M1,,YYYYYBB,0800A,0600P,WH,0.0,2021,-,0,,,,,
1487629928,JMU2558,NY,PAS,06/30/2022,20,SUBN,FORD,P,21940,5670,5940,20231011,109.0,109,109,925357,0109,0.0,0216P,,Q,O,11-04,131 ST,,0,408,D,,YYYYYBB,0800A,0600P,RD,0.0,2016,-,0,,,,,
1487629930,JRY6846,NY,PAS,06/30/2022,98,SUBN,NISSA,P,23090,61090,54102,20220611,109.0,109,109,925357,0109,0.0,0245P,,Q,F,40-07,147 ST,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,2020,-,0,,,,,
1487629953,JGL8011,NY,PAS,07/01/2022,98,SUBN,CADIL,P,6190,21840,21890,20230314,109.0,109,109,925357,0109,0.0,1200P,,Q,F,129-09,18 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2021,-,0,,,,,
1487629965,GXR2197,NY,PAS,06/25/2022,98,SUBN,NISSA,P,12440,53190,22340,20230417,109.0,109,109,955374,0109,0.0,0911P,,Q,F,134-25,60 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,,,,,
1487629989,KJX4689,NY,PAS,06/25/2022,98,SUBN,HONDA,P,7240,21540,21590,20230427,109.0,109,109,955374,0109,0.0,0824P,,Q,F,123-18,25 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BK,0.0,2006,-,0,,,,,
1487630013,GKL1143,NY,PAS,06/26/2022,40,SDN,HYUND,P,6190,35690,26640,20230912,109.0,109,109,955374,0109,0.0,1212A,,Q,F,214-19,18 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0.0,2013,-,0,,,,,
1487630037,HRH5192,NY,PAS,06/26/2022,40,SUBN,TOYOT,P,23840,57790,42120,20230324,109.0,109,109,955374,0109,0.0,1247A,,Q,F,40-22,158 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0.0,2017,-,0,,,,,
1487630049,KPG4589,NY,PAS,06/29/2022,40,SDN,VOLKS,P,21340,6440,6790,20230705,109.0,109,109,955374,0109,0.0,0635P,,Q,F,20-30,120 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2017,-,0,,,,,
1487630050,HNX7620,NY,PAS,06/29/2022,40,SUBN,ROVER,P,20940,5940,6040,20230502,109.0,109,109,955374,0109,0.0,0739P,,Q,F,1402,116 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0.0,2020,-,0,,,,,
1487630062,KWL2617,NY,PAS,06/29/2022,61,SDN,HONDA,P,9540,23540,23640,20240605,109.0,109,109,955374,0109,0.0,0811P,,Q,F,154-20,41 AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2019,-,0,,,,,
1487630104,KJL6340,NY,PAS,06/29/2022,14,SDN,HONDA,P,24340,59390,5490,20230110,109.0,109,109,955374,0109,0.0,1110P,,Q,F,7-25,166 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0.0,2020,-,0,,,,,
1487630116,HHY2138,NY,PAS,06/29/2022,40,SDN,NISSA,P,12440,53190,22340,20220831,109.0,109,109,955374,0109,0.0,1143P,,Q,F,134-37,60 AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,2015,-,0,,,,,
1487630128,KUT2576,NY,PAS,06/30/2022,40,SDN,DODGE,P,23530,12240,50290,20240302,109.0,109,109,955374,0109,0.0,1236A,,Q,F,59-12,154 PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0.0,2018,-,0,,,,,
1487630130,JGH3432,NY,PAS,06/30/2022,98,SUBN,TOYOT,P,61390,36590,58590,20230311,109.0,109,109,955374,0109,0.0,1251P,,Q,F,143-35,SANFORD AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2013,-,0,,,,,
1487630141,JKC5251,NY,PAS,06/30/2022,98,SDN,TOYOT,P,17990,40404,40404,20230628,109.0,109,109,955374,0109,0.0,0713P,,Q,F,144-61,88 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2015,-,0,,,,,
1487630153,JBG8034,NY,PAS,06/30/2022,40,SUBN,ME/BE,P,61390,36590,58590,20220719,109.0,109,109,955374,0109,0.0,0741P,,Q,F,143-35,SANFORD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2018,-,0,,,,,
1487630347,KHG2911,NY,PAS,06/26/2022,98,SDN,AUDI,P,8590,44790,53990,20221206,109.0,109,109,961489,0109,0.0,0928A,,Q,F,135-20,35 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0.0,2017,-,0,,,,,
1487630359,KHH5649,NY,PAS,06/26/2022,40,SUBN,INFIN,P,5240,21640,21690,20221020,109.0,109,109,961489,0109,0.0,0850A,,Q,O,125-02,6 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0.0,2007,-,0,,,,,
1487630396,GAH8727,NY,PAS,06/28/2022,74,SUBN,HONDA,P,6140,21540,21590,20220808,109.0,109,109,941606,0109,0.0,1232A,,Q,F,123-12,15 AVE,,0,408,J2,,BBBBBBB,ALL,ALL,WH,0.0,2020,-,0,,,,,
1487630566,JCL3612,NY,PAS,06/27/2022,98,SUBN,HONDA,P,23790,9840,10140,20220829,109.0,109,109,951887,0109,0.0,1032A,,Q,F,43-18,157 ST,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,2018,-,0,,,,,
1487630578,KJK8464,NY,PAS,06/27/2022,67,SUBN,JEEP,P,23640,12240,50290,20230208,109.0,109,109,951887,0109,0.0,1040A,,Q,F,59-50,155 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2021,-,0,,,,,
1487630591,HTL2277,NY,PAS,06/27/2022,14,SUBN,CHEVR,P,25040,40404,40404,20231119,109.0,109,109,951887,0109,0.0,1127A,,Q,F,18-45,179 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2009,-,0,,,,,
1487630621,LNV3335,PA,PAS,06/27/2022,98,SDN,KIA,P,5940,39190,23380,0,109.0,109,109,951887,0109,0.0,0218P,,Q,F,151-15,14 AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1487630785,KVR8660,NY,PAS,06/30/2022,40,SDN,HONDA,P,23840,57790,42120,20240404,109.0,109,109,955374,0109,0.0,0947P,,Q,F,40-22,158 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0.0,2019,-,2,,,,,
1487630827,KUG6600,NY,PAS,06/30/2022,98,SUBN,GMC,P,21590,6940,7240,20240120,109.0,109,109,955374,0109,0.0,1116P,,Q,F,23-53,124 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0.0,2012,-,0,,,,,
1487630876,KSC1233,NY,PAS,07/06/2022,19,SUBN,JEEP,P,21740,6790,6940,20230930,109.0,109,109,955374,0109,0.0,0835A,,Q,F,22-08,127 STREET,,0,408,E3,,BBBBBBB,ALL,ALL,WH,0.0,2012,-,0,,,,,
1487630888,KHX9833,NY,PAS,07/06/2022,40,SUBN,FORD,P,21740,5670,5940,20221130,109.0,109,109,955374,0109,0.0,0853P,,Q,F,13-68,127 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0.0,2009,-,0,,,,,
1487630890,KJY7970,NY,PAS,07/06/2022,40,SUBN,INFIN,P,6790,21590,21640,20230217,109.0,109,109,955374,0109,0.0,0921P,,Q,F,124-03,22 AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0.0,2018,-,0,,,,,
1487630906,KJR6581,NY,PAS,07/06/2022,51,P-U,FORD,P,21740,6190,6440,20221229,109.0,109,109,955374,0109,0.0,0928P,,Q,F,18-40,127 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BROWN,0.0,2017,-,0,,,,,
1487630918,HUJ7850,NY,PAS,07/06/2022,98,SDN,NISSA,P,24740,40690,9140,20240128,109.0,109,109,955374,0109,0.0,0954P,,Q,F,36-22,172 ST,,0,408,E3,,BBBBBBB,ALL,ALL,BK,0.0,2011,-,0,,,,,
1487631522,JER1760,NY,PAS,07/04/2022,71,SUBN,MAZDA,P,15990,12140,38290,20221210,104.0,104,104,957866,0104,0.0,1145A,,Q,O,5852,76 ST,,0,408,C,,BBBBBBB,ALL,ALL,SIL,0.0,2020,-,0,,,,,
1487631996,KFXY284,99,PAS,06/21/2022,98,SUBN,FORD,P,12250,12690,12590,20221102,104.0,104,104,965722,0104,0.0,0237A,,,F,6044,59 DRIVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,2020,-,0,,,,,
1487632009,KHW6972,99,PAS,06/21/2022,40,VAN,HONDA,P,0,40404,40404,20230204,104.0,104,104,965722,0104,0.0,0205A,,Q,,1727,STAN HOPE ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2005,-,0,,,,,
1487634468,JBG5179,NY,PAS,06/25/2022,98,SDN,FORD,P,12710,14690,14590,20240613,109.0,109,104,972054,0104,0.0,0853P,,Q,F,69-25,61 DR,,0,408,E2,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487636313,HWT7383,NY,PAS,06/16/2022,40,SDN,VOLKS,P,15540,7990,8190,20231215,115.0,115,115,970951,0115,0.0,0642A,,Q,F,31-33,73 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2018,-,0,,,,,
1487636325,JFP3731,NY,PAS,06/16/2022,98,SDN,INFIN,P,15790,7240,7790,20230313,115.0,115,115,970951,0115,0.0,0652A,,Q,F,25-26,75 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
1487636349,JPY5961,NY,PAS,06/20/2022,40,SDN,CADIL,P,16590,7990,8190,20240126,115.0,115,115,970951,0115,0.0,0524A,,Q,F,31-34,80 STREET,,0,408,D1,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,5,,,,,
1487636350,KUG8816,NY,PAS,06/20/2022,40,SUBN,ACURA,P,16740,7990,8190,20231219,115.0,115,115,971924,0115,0.0,0518A,,Q,F,31-16,81 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2022,-,0,,,,,
1487636581,KRS8101,NY,PAS,06/23/2022,98,,FORD,P,9140,20590,20740,20230701,115.0,115,115,961030,0115,0.0,0215P,,Q,,112-03,39 AVE,,0,408,J2,,BBBBBBB,ALL,ALL,RED,0.0,2009,-,0,,,,,
1487636763,GUH9924,NY,PAS,06/16/2022,46,SDN,HYUND,P,42490,19290,19390,0,115.0,115,115,961285,0115,0.0,0802P,,Q,F,100-17,DITMARS BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BL,0.0,0,-,0,,,,,
1487636775,KPG3367,NY,PAS,06/16/2022,46,SDN,ACURA,P,42490,19290,19390,20230629,115.0,115,115,961285,0115,0.0,0801P,,Q,F,100-17,DITMARS BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0.0,2021,-,0,,,,,
1487636805,KLB4912,NY,PAS,06/16/2022,46,SUBN,TOYOT,P,42490,19290,19390,20230602,115.0,115,115,961285,0115,0.0,0755P,,Q,F,100-30,DITMARS BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1487636817,JFM8959,NY,PAS,06/16/2022,40,SUBN,HONDA,P,6940,18840,18890,20230203,115.0,115,115,961285,0115,0.0,0746P,,Q,F,95-03,23 AVENUE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2019,-,0,,,,,
1487636854,JDL7735,NY,PAS,06/21/2022,98,SDN,ACURA,P,7240,16740,16890,20221025,115.0,115,115,961285,0115,0.0,0732P,,Q,F,81-07,25 AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0.0,2021,-,0,,,,,
1487637433,KPX5149,NY,PAS,06/17/2022,14,SDN,TOYOT,P,8790,19540,19690,20230601,115.0,115,115,966233,0115,0.0,0848P,,Q,F,102-02,37 AVE,,0,408,5,,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,,,,,
1487637445,KRA9017,NY,PAS,06/17/2022,40,SUBN,ACURA,P,8790,19540,19690,20230806,,0,115,963254,0115,0.0,0848P,,Q,F,102-01,37 AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0.0,2022,-,0,,,,,
1487637482,KSR4966,NY,PAS,06/25/2022,40,SDN,HONDA,P,18390,8190,57790,20231015,115.0,115,115,966232,0115,0.0,0318A,,Q,F,32-22,91 ST,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2022,-,0,,,,,
1487637561,KV56158,NY,PAS,06/22/2022,98,SDN,VOLKS,P,9140,20590,20740,20240118,115.0,115,115,970740,0115,0.0,0947A,,Q,O,112-03,39 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,2005,-,0,,,,,
1487637597,KWS9420,NY,PAS,06/28/2022,98,SUBN,MAZDA,P,18590,42490,6940,20240427,115.0,115,115,970740,0115,0.0,0845A,,Q,F,22-16,93 ST,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2022,-,0,,,,,
1487637603,KUP9589,NY,PAS,06/29/2022,98,SUBN,VOLKS,P,7790,16890,16990,20240207,115.0,115,115,970740,0115,0.0,0926A,,Q,F,82-09,30 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHT,0.0,2018,-,0,,,,,
1487637615,KTF8236,NY,PAS,06/29/2022,98,SDN,TOYOT,P,7990,16590,16740,20231005,115.0,115,115,970740,0115,0.0,1025A,,Q,O,80-05,31 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2012,-,0,,,,,
1487637627,KTC9479,NY,PAS,06/29/2022,40,SDN,DODGE,P,8190,16990,17140,20240531,115.0,115,115,970740,0115,0.0,1245P,,Q,F,83-01,32 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2018,-,0,,,,,
1487637755,KME3329,NY,PAS,06/22/2022,98,SUBN,FORD,P,18740,28790,7790,20230314,115.0,115,115,970740,0115,0.0,0831A,,Q,F,26-42,94 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2006,-,0,,,,,
1487637767,JLV2793,NY,PAS,06/21/2022,98,SUBN,GMC,P,19740,8190,57790,20230909,115.0,115,115,966814,0115,0.0,0745P,,Q,F,32-50,104 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0.0,2010,-,0,,,,,
1487637792,LGN6891,PA,PAS,06/21/2022,98,SUBN,FORD,P,19390,35780,7090,20221231,115.0,115,115,966814,0115,0.0,0900P,,Q,F,23-25,101 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2008,-,0,,,,,
1487637809,JDW3691,NY,PAS,06/22/2022,67,SDN,CHEVR,P,42490,19290,19390,20220918,115.0,115,115,966814,0115,0.0,0730P,,Q,F,100-30,DITMARS BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2019,-,0,,,,,
1487637810,GDV6226,NY,PAS,07/02/2022,20,VAN,TOYOT,P,42490,19290,19390,20221129,115.0,115,115,966814,0115,0.0,0848P,,Q,F,100-17,DITMARS BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0.0,2021,-,0,,,,,
1487637822,KTT9076,NY,PAS,07/03/2022,98,SDN,CHEVR,P,18890,57790,8440,20231031,115.0,115,115,966814,0115,0.0,0128A,,Q,F,33-23,96 STREET,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0.0,2011,-,0,,,,,
1487637834,KTX8783,NY,PAS,07/01/2022,67,SUBN,DODGE,P,42490,19290,19390,20240204,115.0,115,115,966814,0115,0.0,0731P,,Q,F,100-30,DITMARS BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2018,-,0,,,,,
1487637871,KGN3361,NY,PAS,06/23/2022,46,SUBN,TOYOT,P,42490,19290,19390,20221202,115.0,115,115,966814,0115,0.0,0852P,,Q,F,100-30,DITMARS BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1487637883,KVR6647,NY,PAS,06/23/2022,67,SDN,NISSA,P,42490,19290,19390,20240304,115.0,115,115,966814,0115,0.0,0850P,,Q,F,100-30,DITMARS BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0.0,2018,-,0,,,,,
1487637901,GJJ1922,NY,PAS,06/22/2022,46,SUBN,HONDA,P,6940,19290,19390,20230816,115.0,115,115,966814,0115,0.0,0738P,,Q,F,100-17,23 AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GRY,0.0,2013,-,0,,,,,
1487637913,KEE4983,NY,PAS,06/22/2022,46,SDN,FIAT,P,6940,19290,19390,20220817,115.0,115,115,966814,0115,0.0,0737P,,Q,F,100-17,23 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,
1487637925,KWP1775,NY,PAS,06/21/2022,98,SUBN,ME/BE,P,19740,8840,8990,20240505,115.0,115,115,966814,0115,0.0,0813P,,Q,F,37-73,104 STREET,,0,408,5,,BBBBBBB,ALL,ALL,GOLD,0.0,1998,-,0,,,,,
1487637937,KLU3388,NY,PAS,06/22/2022,46,SDN,HONDA,P,42490,19290,19390,20230404,115.0,115,115,966814,0115,0.0,0733P,,Q,F,100-30,DITMARS BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2007,-,0,,,,,
1487637949,JBB1289,NY,PAS,06/21/2022,98,,INFIN,P,7990,16990,17140,20230607,115.0,115,115,966814,0115,0.0,0718A,,Q,F,83-10,31 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2003,-,0,,,,,
1487638050,KWE6706,NY,PAS,06/18/2022,19,SDN,NISSA,P,16990,57790,8440,20220715,115.0,115,115,970911,0115,0.0,0107A,,Q,F,33-07,83 ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487638061,KVN3129,NY,PAS,06/18/2022,98,SUBN,FORD,P,8440,19390,19540,20240227,115.0,115,115,970911,0115,0.0,0340A,,Q,F,101-07,34 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,
1487638140,KKG5623,NY,PAS,07/01/2022,98,SUBN,NISSA,P,19940,57790,8440,20240320,115.0,115,115,970911,0115,0.0,0434A,,Q,F,33-16,106 ST,,0,408,E2,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487638152,G2636I,FL,PAS,07/01/2022,98,SDN,HONDA,P,18390,7790,7990,20221221,115.0,115,0,970911,0000,0.0,0458A,,,F,30-9,91 ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487638360,GKL7779,NY,PAS,06/18/2022,21,SDN,AUDI,P,18590,57790,8440,20230922,115.0,115,115,969001,0115,0.0,0706P,,Q,O,33-04,93 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0.0,2020,-,0,,,,,
1487638383,KXJ7949,NY,PAS,07/08/2022,40,SDN,HONDA,P,19290,8590,8790,20240517,115.0,115,115,969091,0115,0.0,0534P,,Q,F,35-30,100 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GL,0.0,2019,-,0,,,,,
1487638413,GFW6631,NY,PAS,07/11/2022,98,SDN,TOYOT,P,8440,18490,18590,20230822,115.0,115,15,969001,1015,0.0,0954P,,Q,F,92-16,34 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0.0,2010,-,0,,,,,
1487638425,KJX7871,NY,PAS,07/11/2022,40,SDN,CHRYS,P,18390,8190,57790,20230721,115.0,115,115,969001,0115,0.0,1022P,,Q,F,32-23,91 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2011,-,0,,,,,
